"annotation","Module","identifier","InChiKey","ion_species","mz","ret_time","ESI_mode","Formula","Super.class","Main.class","Sub.class","Pubchem_CID_final","Pubchem_CID_direct","Pubchem_CID_refmet","CID_agree","CHEBI_ID","HMDB_ID","LM_ID","KEGG_ID","INCHI_KEY","REFMET_ID"
"LPE 18:1","skyblue","0.73_480.31","PYVRVRFVLRNJLY-UHFFFAOYSA-N","[M+H]+",480.3088,0.734,"ESI pos","C23H46NO7P","Glycerophospholipids","Glycerophosphoethanolamines","LPE",25200684,25200684,NA,"only_direct","","","","","","RM0104274"
"LPE 18:1","skyblue","0.73_480.31","PYVRVRFVLRNJLY-UHFFFAOYSA-N","[M+H]+",480.3088,0.734,"ESI pos","C23H46NO7P","Glycerophospholipids","Glycerophosphoethanolamines","LPE",74413339,74413339,NA,"only_direct","","","","","","RM0104274"
"LPE 18:2","skyblue","0.52_478.29","DBHKHNGBVGWQJE-UHFFFAOYSA-N","[M+H]+",478.2914,0.519,"ESI pos","C23H44NO7P","Glycerophospholipids","Glycerophosphoethanolamines","LPE",75958059,75958059,NA,"only_direct","","","","","","RM0048672"
"LPE 20:4","skyblue","0.52_502.29",NA,"[M+H]+",502.2925,0.518,"ESI pos","C25H44NO7P","Glycerophospholipids","Glycerophosphoethanolamines","LPE",NA,NA,NA,"both_missing","","","","","","RM0097815"
"LPE 22:6","skyblue","0.51_524.28","XEVRBOQZSXWGQO-PAUXXPOVSA-N","[M-H]- ",524.2784,0.512,"ESI neg","C27H44NO7P","Glycerophospholipids","Glycerophosphoethanolamines","LPE",52925132,52925132,NA,"only_direct","","","","","","RM0134455"
"PS 16:0_22:4","skyblue","2.09_810.53","BAGQGBPETWVHAA-BHYOAKPMSA-N","[M-H]-",810.5281,2.089,"ESI neg","C44H78NO10P","Glycerophospholipids","Glycerophosphoserines","PS",138124235,138124235,NA,"only_direct","","","","","","RM0057914"
"PS 18:0_22:6","skyblue","2.03_834.53","LYYHRRPTEXPVOR-UHFFFAOYSA-N","[M-H]-",834.5291,2.027,"ESI neg","C46H78NO10P","Glycerophospholipids","Glycerophosphoserines","PS",75228707,75228707,NA,"only_direct","","","","","","RM0105646"
"Cer 18:0;2O/24:1","steelblue","3.11_648.62","WLDYKNUYRLBSJM-UHFFFAOYSA-N","[M-H]-",648.622,3.111,"ESI neg","C42H83NO3","Sphingolipids","Ceramides","DHCer",NA,NA,NA,"both_missing","","","","","","RM0134164"
"Cer 18:1;2O/24:2","steelblue","2.84_646.61","VMOXUICDIMVPPG-UHFFFAOYSA-N","[M+H]+",646.6128,2.837,"ESI pos","C42H79NO3","Sphingolipids","Ceramides","Cer",163171348,163171348,NA,"only_direct","","","","","","RM0134174"
"Cer 18:2;2O/24:1","steelblue","2.89_690.60_2.90_644.60","RYZWCKUTHDRXFD-UHFFFAOYSA-N","[M+FA-H]-_[M-H]-",NA,2.899,"ESI neg","C42H79NO3","Sphingolipids","Ceramides","Cer",NA,NA,NA,"both_missing","","","","","","RM0134208"
"Cer d42:2 Isomer A","steelblue","3.11_682.59_3.11_706.64_3.11_646.61","ZCUCZYYSYGKQQV-UHFFFAOYSA-N","[M+Cl]- _[M+Hac-H]- _[M-H]-",NA,3.113,"ESI neg","C42H81NO3","Sphingolipids","Ceramides","Cer",132994562,132994562,NA,"only_direct","","","","","","RM0134179"
"Cer d42:3","steelblue","2.91_704.62","KADBCXSPXAVXJL-UHFFFAOYSA-N","[M+Hac-H]-",704.6188,2.907,"ESI neg","C42H79NO3","Sphingolipids","Ceramides","Cer",163141710,163141710,NA,"only_direct","","","","","","RM0012730"
"Cer d44:1","steelblue","3.35_712.63_3.54_736.68","CJROVRTUSFQVMR-GVOPMEMSSA-N","[M+Cl]-_[M+Hac-H]-",NA,3.444,"ESI neg","C44H87NO3","Sphingolipids","Ceramides","Cer",5283570,5283570,NA,"only_direct","","","","","","RM0041474"
"PC P-36:3 or PC O-36:4","tan","2.25_768.59","PYVYDRMXPDZRIS-FINMKEMFSA-N","[M+H]+",768.5906,2.249,"ESI pos","C44H82NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53480709,53480709,NA,"only_direct","","","","","","RM0052322"
"PC P-36:4 or PC O-36:5","tan","2.21_766.57","RWVKPDIHPPTVRQ-HWGQMOSASA-N","[M+H]+",766.5745,2.207,"ESI pos","C44H80NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53480747,53480747,NA,"only_direct","","","","","","RM0053383"
"PC P-38:3 or PC O-38:4 Isomer B","tan","2.48_796.62","GWBOVQHRCURSPU-QMFAPAEZSA-N","[M+H]+",796.6209,2.485,"ESI pos","C46H86NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53480815,53480815,NA,"only_direct","","","","","","RM0053637"
"PC P-38:4 or PC O-38:5 Isomer A","tan","2.25_794.61","YPAPIRJFGNBODV-AMFPDOHCSA-N","[M+H]+",794.6063,2.255,"ESI pos","C46H84NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53480715,53480715,NA,"only_direct","","","","","","RM0052755"
"PC P-40:4 or PC O-40:5","tan","2.48_822.64","UWNFEVACEPZILS-RNNLSGHUSA-N","[M+H]+",822.637,2.475,"ESI pos","C48H88NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",52924022,52924022,NA,"only_direct","","","","","","RM0033149"
"PC P-40:5 or PC O-40:6","tan","2.41_820.63","KUHMJRMPHBRAMY-DDURNVNNSA-N","[M+H]+",820.6254,2.412,"ESI pos","C48H86NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53480775,53480775,NA,"only_direct","","","","","","RM0053516"
"PC P-42:4 or PC O-42:5","tan","2.71_850.67","NLEDXBSUDVLSEN-UFFJXODHSA-N","[M+H]+",850.6664,2.714,"ESI pos","C50H92NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",52924034,52924034,NA,"only_direct","","","","","","RM0053636"
"PC P-44:4 or PC O-44:5","tan","2.93_878.70","CEZAZXUWDFPTTE-FHIJIHMSSA-N","[M+H]+",878.699,2.93,"ESI pos","C52H96NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53481767,53481767,NA,"only_direct","","","","","","RM0008358"
"SM 38:4;3O","tan","2.25_769.59","TXPHQQBLLBPGPI-LTFXTMEVSA-N","[M+H]+",769.5934,2.249,"ESI pos","C43H81N2O7P","Sphingolipids","Phosphosphingolipids","SM",164429504,164429504,NA,"only_direct","","","","","","RM0120310"
"SM 42:5;3O","tan","2.48_823.64","GEMQHTDVCJDVFM-NIUCGTTNSA-N","[M+H]+",823.6378,2.477,"ESI pos","C47H87N2O7P","Sphingolipids","Phosphosphingolipids","SM",164257944,164257944,NA,"only_direct","","","","","","RM0060324"
"SM 46:5;3O","tan","2.93_879.70","OHEVRWBQEIUTTH-BPRLVAOOSA-N","[M+H]+",879.7042,2.931,"ESI pos","C51H95N2O7P","Sphingolipids","Phosphosphingolipids","SM",164364649,164364649,NA,"only_direct","","","","","","RM0186447"
"DG 34:1","turquoise","2.78_612.55","YEJYLHKQOBOSCP-OZKTZCCCSA-N","[M+NH4]+",612.5524,2.778,"ESI pos","C37H70O5","Glycerolipids","Diradylglycerols","DAG",5282283,5282283,NA,"only_direct","","","","","","RM0138788"
"TG 50:1","turquoise","4.11_871.71_4.11_855.74_4.11_850.79","YHMDGPZOSGBQRH-YYSBDVFPSA-N","[M+K]+_[M+Na]+_[M+NH4]+",NA,4.11033333333333,"ESI pos","C53H100O6","Glycerolipids","Triradylglycerols","TAG",25240460,25240460,NA,"only_direct","","","","","","RM0134221"
"TG 50:2","turquoise","3.98_869.70_3.98_853.73_3.97_848.77","QEZWFCZNHWUARW-XQCAQTCHSA-N","[M+K]+_[M+Na]+_[M+NH4]+",NA,3.977,"ESI pos","C53H98O6","Glycerolipids","Triradylglycerols","TAG",9544010,9544010,NA,"only_direct","","","","","","RM0138778"
"TG 50:3 Isomer A","turquoise","3.83_851.71_3.83_846.75","UFHNZOACKFBCOM-YXKNDSBASA-N","[M+Na]+_[M+NH4]+",NA,3.833,"ESI pos","C53H96O6","Glycerolipids","Triradylglycerols","TAG",25240357,25240357,NA,"only_direct","","","","","","RM0134227"
"TG 50:4","turquoise","3.69_844.74","PVMBAGXWHHZKFP-JMPJWMFJSA-N","[M+NH4]+",844.7376,3.686,"ESI pos","C53H94O6","Glycerolipids","Triradylglycerols","TAG",25240359,25240359,NA,"only_direct","","","","","","RM0134255"
"TG 51:2 Isomer A","turquoise","4.04_862.79","NSNSZGBCOIKUBU-SZOKBDNISA-N","[M+NH4]+",862.7858,4.044,"ESI pos","C54H100O6","Glycerolipids","Triradylglycerols","TAG",9544013,9544013,NA,"only_direct","","","","","","RM0134229"
"TG 51:3","turquoise","3.91_860.77","ISSGPXMQOMAFMJ-DMGKHJLRSA-N","[M+NH4]+",860.7703,3.912,"ESI pos","C54H98O6","Glycerolipids","Triradylglycerols","TAG",9544023,9544023,NA,"only_direct","","","","","","RM0134228"
"TG 51:4","turquoise","3.77_858.75","IIRQXNVLAXQEKB-KBEZCZBDSA-N","[M+NH4]+",858.7538,3.773,"ESI pos","C54H96O6","Glycerolipids","Triradylglycerols","TAG",9544052,9544052,NA,"only_direct","","","","","","RM0116156"
"TG 52:2","turquoise","4.11_897.73_4.11_881.76_4.11_876.80","TXMWKTABZBAJCW-QLHBUVOUSA-N","[M+K]+_[M+Na]+_[M+NH4]+",NA,4.10666666666667,"ESI pos","C55H102O6","Glycerolipids","Triradylglycerols","TAG",56938176,56938176,NA,"only_direct","","","","","","RM0134232"
"TG 52:3","turquoise","3.98_895.72_3.98_879.74_3.98_874.79","DQXQIWIQYYEGLG-MMWLGPPDSA-N","[M+K]+_[M+Na]+_[M+NH4]+",NA,3.981,"ESI pos","C55H100O6","Glycerolipids","Triradylglycerols","TAG",56938177,56938177,NA,"only_direct","","","","","","RM0134220"
"TG 52:4","turquoise","3.85_893.70_3.85_877.73_3.85_872.77","WHSWXEYWNPTUPW-HNJDVRDNSA-N","[M+K]+_[M+Na]+_[M+NH4]+",NA,3.847,"ESI pos","C55H98O6","Glycerolipids","Triradylglycerols","TAG",25240364,25240364,NA,"only_direct","","","","","","RM0134219"
"TG 52:4;O2|TG 16:0_18:1_18:3;O2","turquoise","3.20_904.76","GYTIAZWYWATMNI-UHFFFAOYSA-N","[M+NH4]+",904.7607,3.197,"ESI pos","","Glycerolipids","Triradylglycerols","TAG",NA,NA,NA,"both_missing","-","-","-","-","-","-"
"TG 52:5","turquoise","3.71_875.71_3.71_870.75","CQZAAIKPSLHIBC-KDJOUNIJSA-N","[M+Na]+_[M+NH4]+",NA,3.7115,"ESI pos","C55H96O6","Glycerolipids","Triradylglycerols","TAG",25240366,25240366,NA,"only_direct","","","","","","RM0134231"
"TG 53:2","turquoise","4.17_890.82","RSINITWKVQRWSZ-RFVLVDBCSA-N","[M+NH4]+",890.8176,4.171,"ESI pos","C56H104O6","Glycerolipids","Triradylglycerols","TAG",9544102,9544102,NA,"only_direct","","","","","","RM0025657"
"TG 53:3","turquoise","4.05_888.80","ZNQBEJJYVJSZLM-LEDQTTRKSA-N","[M+NH4]+",888.8024,4.048,"ESI pos","C56H102O6","Glycerolipids","Triradylglycerols","TAG",9544126,9544126,NA,"only_direct","","","","","","RM0067080"
"TG 53:4","turquoise","3.92_886.79","BMSDHYZLQWTKSQ-LSJAAEOESA-N","[M+NH4]+",886.7868,3.916,"ESI pos","C56H100O6","Glycerolipids","Triradylglycerols","TAG",9544152,9544152,NA,"only_direct","","","","","","RM0134233"
"TG 54:5 Isomer A","turquoise","3.85_903.74_3.85_898.79","OEJXMJPFOHYSIU-GRLFFVHSSA-N","[M+Na]+_[M+NH4]+",NA,3.852,"ESI pos","C57H100O6","Glycerolipids","Triradylglycerols","TAG",9544294,9544294,NA,"only_direct","","","","","","RM0134235"
"TG 54:6 Isomer A","turquoise","3.71_901.73_3.71_896.77","HBOQXIRUPVQLKX-BBWANDEASA-N","[M+Na]+_[M+NH4]+",NA,3.7095,"ESI pos","C57H98O6","Glycerolipids","Triradylglycerols","TAG",5322095,5322095,NA,"only_direct","","","","","","RM0062063"
"TG 54:6 Isomer A","turquoise","3.71_901.73_3.71_896.77","HBOQXIRUPVQLKX-BBWANDEASA-N","[M+Na]+_[M+NH4]+",NA,3.7095,"ESI pos","C57H98O6","Glycerolipids","Triradylglycerols","TAG",5322095,5322095,NA,"only_direct","","","","","","RM0062063"
"TG 54:7 Isomer A","turquoise","3.57_894.76",NA,"[M+NH4]+",894.7559,3.568,"ESI pos","C57H96O6","Glycerolipids","Triradylglycerols","TAG",NA,NA,NA,"both_missing","","","","","","RM0134234"
"TG 55:3","turquoise","4.18_916.83",NA,"[M+NH4]+",916.832,4.183,"ESI pos","C58H106O6","Glycerolipids","Triradylglycerols","TAG",NA,NA,NA,"both_missing","","","","","","RM0134273"
"TG 55:4","turquoise","4.05_914.82","JNBIJLFMSZHQLU-IGGPMUHHSA-N","[M+NH4]+",914.8173,4.05,"ESI pos","C58H104O6","Glycerolipids","Triradylglycerols","TAG",138186997,138186997,NA,"only_direct","","","","","","RM0110474"
"Cer 18:1;2O_26:0;(2OH)","turquoise","3.28_692.65","GPDLYLZQDLYUMP-BSKJHSHCSA-N","[M-H]-",692.6548,3.282,"ESI neg","C44H87NO4","Sphingolipids","Ceramides","Cer",10190227,10190227,NA,"only_direct","","","","","","RM0020101"
"Cer 58:11;2O","turquoise","3.98_854.73","GXTRSPPHWHQFMZ-NPNMLZSOSA-N","[M+H]+",854.7302,3.975,"ESI pos","C58H95NO3","Sphingolipids","Ceramides","Cer",164267617,164267617,NA,"only_direct","-","-","-","-","-","-"
"PC 16:0_22:6","violet","2.10_840.53_2.10_864.57","IESVDEZGAHUQJU-UHFFFAOYSA-N","[M+Cl]-_[M+Hac-H]-",NA,2.1,"ESI neg","C46H80NO8P","Glycerophospholipids","Glycerophosphocholines","PC",74063529,74063529,NA,"only_direct","","","","","","RM0171056"
"PC 36:5 Isomer D","violet","1.96_780.55_1.96_802.53","SUZYROYNFNQALJ-MHEIZRSESA-N","[M+H]+_[M+Na]+",NA,1.962,"ESI pos","C44H78NO8P","Glycerophospholipids","Glycerophosphocholines","PC",52923341,52923341,NA,"only_direct","","","","","","RM0134821"
"PC 38:5 Isomer B","violet","2.19_808.59","YLWBKBDNHWQEFU-YJXJLLHLSA-N","[M+H]+",808.5854,2.19,"ESI pos","C46H82NO8P","Glycerophospholipids","Glycerophosphocholines","PC",53479033,53479033,NA,"only_direct","","","","","","RM0134823"
"PC 40:6 Isomer B","violet","2.27_834.60_2.27_856.58","TYRTWVKQVGNGSZ-RGBTVBCDSA-N","[M+H]+_[M+Na]+",NA,2.2725,"ESI pos","C48H84NO8P","Glycerophospholipids","Glycerophosphocholines","PC",52923195,52923195,NA,"only_direct","","","","","","RM0134817"
"PC 40:7 Isomer B","violet","2.06_832.59","BPUROMFCPFGBOT-ZEGPSQTJSA-N","[M+H]+",832.5855,2.057,"ESI pos","C48H82NO8P","Glycerophospholipids","Glycerophosphocholines","PC",24778982,24778982,NA,"only_direct","","","","","","RM0171053"
"FA 14:0 (myristic acid)","white","0.68_227.20","TUNFSRHWOTWDNC-UHFFFAOYSA-N","[M-H]-",227.2014,0.675,"ESI neg","C14H28O2","Fatty Acyls","Fatty acids","Saturated FA",11005,11005,11005,"agree","28875","HMDB0000806","LMFA01010014","C06424","TUNFSRHWOTWDNC-UHFFFAOYSA-N","RM0153483"
"FA 14:1 (physeteric acid)","white","0.49_225.19","AFGUVBVUFZMJMX-KTKRTIGZSA-N","[M-H]-",225.1856,0.49,"ESI neg","C14H26O2","Fatty Acyls","Fatty acids","Unsaturated FA",5312400,5312400,5312400,"agree","70716","HMDB0000521","LMFA01030248","","AFGUVBVUFZMJMX-KTKRTIGZSA-N","RM0153634"
"FA 15:1","white","0.62_239.20","DJCQJZKZUCHHAL-VOTSOKGWSA-N","[M-H]-",239.2015,0.617,"ESI neg","C15H28O2","Fatty Acyls","Fatty acids","Unsaturated FA",6365140,6365140,NA,"only_direct","","","","","","RM0072422"
"FA 16:1 (palmitoleic acid)","white","0.77_253.22","SECPZKHBENQXJG-FPLPWBNLSA-N","[M-H]-",253.2173,0.77,"ESI neg","C16H30O2","Fatty Acyls","Fatty acids","Unsaturated FA",445638,445638,445638,"agree","28716","HMDB0003229","LMFA01030056","C08362","SECPZKHBENQXJG-FPLPWBNLSA-N","RM0153617"
"FA 19:1","white","1.30_295.26","YOKHLRHWEXTWJR-ZHACJKMWSA-N","[M-H]-",295.2637,1.296,"ESI neg","C19H36O2","Fatty Acyls","Fatty acids","Unsaturated FA",14275215,14275215,NA,"only_direct","","","","","","RM0138767"
"4-methyl-2-oxopentanoic acid","white","0.19_129.06","BKAJNAXTPSGJCU-UHFFFAOYSA-N","[M-H]-",129.0607,0.194,"ESI neg","C6H10O3","Organic acids","Keto acids","Short-chain keto acids",70,70,70,"agree","48430","HMDB0000695","","C00233","BKAJNAXTPSGJCU-UHFFFAOYSA-N","RM0135977"
"MG 20:4","yellow","2.51_361.27","RCRCTBLIHCHWDZ-UHFFFAOYSA-N","[M-H2O+H]+",361.2745,2.511,"ESI pos","C23H38O4","Glycerolipids","Monoradylglycerols","MAG",1541,1541,NA,"only_direct","","","","","","RM0134394"
"PE 36:4","yellow","2.16_740.52","KZLUVTCXBFEIFJ-XGLJQOENSA-N","[M+H]+",740.5231,2.162,"ESI pos","C41H74NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",52924904,52924904,NA,"only_direct","","","","","","RM0029374"
"PE 38:4","yellow","2.46_766.54","ICYDFONFTSPCRL-BHYOAKPMSA-N","[M-H]-",766.5378,2.461,"ESI neg","C43H78NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",138175392,138175392,NA,"only_direct","","","","","","RM0134744"
"PE 38:5","yellow","2.23_764.52","ZYMZKMQPPJPQHY-HAGCXRLMSA-N","[M-H]-",764.5223,2.233,"ESI neg","C43H76NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",138318539,138318539,NA,"only_direct","","","","","","RM0134741"
"PE 38:6","yellow","2.09_764.52","LFGBKOUQHCWBQI-BZGLIJSBSA-N","[M+H]+",764.5217,2.094,"ESI pos","C43H74NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",52924893,52924893,NA,"only_direct","","","","","","RM0001619"
"PE 38:6 Isomer B","yellow","2.13_762.51","MPWUZHVZZKSTPV-LGFBOSHVSA-N","[M-H]-",762.5089,2.134,"ESI neg","C43H74NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",6426738,6426738,NA,"only_direct","","","","","","RM0001619"
"PE O-16:1_22:6","yellow","2.19_748.53","KGCPGAKRLOCUEV-ZLXBYIIJSA-N","[M+H]+",748.5292,2.195,"ESI pos","C43H74NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",138193153,138193153,NA,"only_direct","","","","","","RM0134799"
"PE O-18:1_22:6","yellow","2.48_774.54","IVBLZGVNSKPGOR-XAJDCCMMSA-N","[M-H]-",774.544,2.484,"ESI neg","C45H78NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",138181306,138181306,NA,"only_direct","","","","","","RM0054678"
"PE O-38:6 Isomer A","yellow","2.34_748.53","YJPYELPDWSEQHM-KTUZNUCGSA-N","[M-H]-",748.5277,2.337,"ESI neg","C43H76NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",134781472,134781472,NA,"only_direct","","","","","","RM0008899"
"PE O-40:4","yellow","2.77_780.59","JWICLJISDBHCTF-MAZCIEHSSA-N","[M-H]-",780.5868,2.767,"ESI neg","C45H84NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",138190053,138190053,NA,"only_direct","","","","","","RM0134715"
"PE O-40:5 Isomer B","yellow","2.74_778.57","GZMXKUALKXYCMM-XSEHFSNESA-N","[M-H]-",778.574,2.737,"ESI neg","C45H82NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",134734287,134734287,NA,"only_direct","","","","","","RM0098699"
"PE O-40:6 Isomer B","yellow","2.56_776.56","NKXPONDLZHZZND-PKBJNFAXSA-N","[M-H]-",776.5564,2.562,"ESI neg","C45H80NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",138219791,138219791,NA,"only_direct","","","","","","RM0134795"
"PE P-36:4 or PE O-36:5","yellow","2.27_724.53","ADWDFBQPQIEGRZ-XBICFDGKSA-N","[M+H]+",724.5272,2.268,"ESI pos","C41H74NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",53480870,53480870,NA,"only_direct","","","","","","RM0043212"
"PE P-38:4 or PE O-38:5","yellow","2.57_750.54","URPXXNCTXCOATD-FXMFQVEGSA-N","[M-H]-",750.5436,2.568,"ESI neg","C43H78NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",9547058,9547058,NA,"only_direct","","","","","","RM0055835"
"PE P-38:4 or PE O-38:5","yellow","2.57_750.54","URPXXNCTXCOATD-FXMFQVEGSA-N","[M-H]-",750.5436,2.568,"ESI neg","C43H78NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",86289532,86289532,NA,"only_direct","","","","","","RM0055835"
"PE P-38:5 or PE O-38:6","yellow","2.28_750.54","IQSPCSIULMCRPM-ZAJUHDLGSA-N","[M+H]+",750.5431,2.28,"ESI pos","C43H76NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",53479831,53479831,NA,"only_direct","","","","","","RM0090073"
"PE P-40:4 or PE O-40:5 Isomer A","yellow","2.68_780.59",NA,"[M+H]+",780.5908,2.677,"ESI pos","C45H82NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",NA,NA,NA,"both_missing","","","","","","RM0014717"
"PE-O 18:1_22:6","yellow","2.43_776.56","FIJFPUAJUDAZEY-UHFFFAOYSA-N","[M+H]+",776.5572,2.429,"ESI pos","C45H78NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",74819122,74819122,NA,"only_direct","","","","","","RM0054678"
"Phosphatidylethanolamine alkenyl 16:0-20:4","yellow","2.32_722.51","QDRJMAHGAQYRIN-PKKQLAOCSA-N","[M-H]-",722.5122,2.323,"ESI neg","","Glycerophospholipids","Glycerophosphoethanolamines","PE",134760384,134760384,NA,"only_direct","-","-","-","-","-","-"
"PS 40:4","yellow","2.24_838.56","LJUFXCVFKSJRPV-UHFFFAOYSA-N","[M-H]-",838.5584,2.244,"ESI neg","C46H82NO10P","Glycerophospholipids","Glycerophosphoserines","PS",163145443,163145443,NA,"only_direct","","","","","","RM0134670"
"TG 10:0_12:0_18:2","yellowgreen","3.19_708.61","GXRODSBSDBCXSO-YJMJMZFLSA-N","[M+NH4]+",708.6118,3.189,"ESI pos","C43H78O6","Glycerolipids","Triradylglycerols","TAG",164267569,164267569,NA,"only_direct","","","","","","RM0068962"
"Cer-NP t42:0","yellowgreen","3.23_726.66","ZESJDNWGTANZCC-UHFFFAOYSA-N","[M+Hac-H]-",726.6576,3.229,"ESI neg","C42H85NO4","Sphingolipids","Ceramides","PhytoCer",14653935,14653935,NA,"only_direct","","","","","","RM0134187"
"CE 18:1","yellowgreen","4.07_1324.19_4.07_673.59_4.07_668.63","RJECHNNFRHZQKU-RMUVNZEASA-N","[2M+Na]+_[M+Na]+_[M+NH4]+",NA,4.07,"ESI pos","C45H78O2","Sterol Lipids","Sterol esters","Chol. esters",5283632,5283632,NA,"only_direct","","","","","","RM0138765"
"CE 18:2","yellowgreen","3.89_671.57_3.90_666.62","NAACPBBQTFFYQB-LJAITQKLSA-N","[M+Na]+_[M+NH4]+",NA,3.8955,"ESI pos","C45H76O2","Sterol Lipids","Sterol esters","Chol. esters",5287939,5287939,NA,"only_direct","","","","","","RM0016397"
"CE_13-HODE","yellowgreen","3.16_687.57","RZXYPSUQZUUHPD-UHFFFAOYSA-N","[M+Na]+",687.5673,3.162,"ESI pos","","Sterol Lipids","Sterol esters","Chol. esters",53394273,53394273,NA,"only_direct","-","-","-","-","-","-"
